Address,City-State-Zip,Neighborhood,Bed-bath,Offer-price,Co-owners,Monthly-cost,Tax-savings,Down-payment,Description,Agent,Gallery-url,Success,source_url,source_Address,source_City-State-Zip,source_Neighborhood,source_Bed-bath,source_Offer-price,source_Co-owners,source_Monthly-cost,source_Tax-savings,source_Down-payment,source_Description,source_Agent,source_Gallery-url,,lat,lng
10 Miller Pl #701,"San Francisco, CA, 94108",Neighborhood: Nob Hill,"2 bd, 2 ba","$1,290,000 ",2,"$2,420 + $527 (HOA)","$13,998 ","$64,500 ","Views & Location!!!  Live the classic urban life on Nob Hill among some of San Francisco's most iconic landmarks. The contemporary living space is enhanced with views of downtown highlighted by the Transamerica, Treasure Island, the Bay, and Coit Tower. Perfect for a twilight nightcap or a Blue Angels viewing party...Two private bedroom suites, one complete with dramatic views!  The 7th floor condo features granite bathrooms with walk-in showers: luxurious. Features include kitchen with bar, walk out balcony, floor to ceiling windows flooding the home with natural light. Coveted cul-de-sac  with weekday doorperson. Cable cars to Union Square, Chinatown, Grace Cathedral, North Beach, and FiDi.WalkScore of 99! Classic!!!","Listing provided by Lily V Remoundos, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324260,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/10-Miller-Pl-701-94108/ef462c537b4677c23635,,,,,,,,,,,,,,37.7932132,-122.4089808
2040 Sutter St #301,"San Francisco, CA, 94115",Neighborhood: Lower Pacific Heights,"2 bd, 2 ba","$1,348,000 ",2,"$2,529 + $319 (HOA)","$14,627 ","$67,400 ","Prime Lower Pacific Hts location. Rarely available two bed, two bath double master suite is a must see. Versatile floor plan. Large second master suite with private entrance full bath & walk-in closet is presently being used as a home theater and office. Deeded terrace / BBQ ready off living/dining room. Upgrades: soundproofing (RD-30), eight foot high doors throughout, remodeled kitchen & baths, natural Canadian maple floors, custom recessed lighting and plantation shutters. In unit W/D, storage in hall next to unit, 1 car deeded parking.  HOA dues include earthquake Ins. Lush common garden with gas grill & heat lamp.  Steps to the best of Fillmore.  98 Walk Score.","Listing provided by Dean Badessa, Sotheby's International Realty",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324161,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2040-Sutter-St-301-94115/0bfbb8365689a7cb157a,,,,,,,,,,,,,,37.7861602,-122.4342124
1441 Jones St #304,"San Francisco, CA, 94109",Neighborhood: Nob Hill,"2 bd, 2 ba","$1,350,000 ",2,"$2,532 + $450 (HOA)","$14,649 ","$67,500 ","1441 Jones St, #304, is an elegant 2 bed/2 bath condo located in one of San Francisco's most iconic neighborhood's, Nob Hill.Originally built in 1916, the condo features stunning GG Bridge & Bay vws as well as a gracious floorpan perfect for entertaining.The public areas of the condo are well-appointed and include a frml din rm, a fmrll view liv rm w/ fireplace, along with a private view deck, a designated office, and a spacious kitchen. The private mstr bed ensuite, as well as the spacious guest bedrm,  bath are smartly located off the hallway between the public spaces.Exclusive use w/d on same lvl as condo, 1-car, garage pkg and shared roof deck with AMAZING, panoramic vw of top SF landlmarks!Walk Score: 97, Transit Score: 100!","Listing provided by Laila Y Salma, Salma & Company",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324318,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1441-Jones-St-304-94109/83f30bb0dc0d3f621129,,,,,,,,,,,,,,37.79459,-122.4151234
401 Harrison St #7F,"San Francisco, CA, 94105",Neighborhood: South Beach,"2 bd, 2 ba","$1,350,000 ",2,"$2,532 + $621 (HOA)","$14,649 ","$67,500 ","Beautifully appointed residences perched atop Rincon Hill with unparalleled Bay Bridge and city views within steps of the best restaurants, shops, and The Embarcadero. Gracious interiors curated by acclaimed designer Ken Fulk,including the building's elegant penthouse lounge and grand salon. Residences boast diagonal plank Siberian oak wood floors in the kitchen and living spaces, Studio Becker Ash Molina Cabinetry, polished white slab Carrara marble countertops, and Waterworks unlacquered brass fixtures throughout. Custom kitchens include Bertazzoni appliances and Sub-zero integrated refrigerators. Unique to the building is The Harrison Attach, your personal concierge 24/7. Enjoy the 2,500 sf gym, steam room, heated pool and jacuzzi.","Listing provided by Lynne D Brown, Compass",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324195,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/401-Harrison-St-7F-94105/f5cc826d652ae17477ca,,,,,,,,,,,,,,37.7863987,-122.3920534
190 7th St #2,"San Francisco, CA, 94103",Neighborhood: South of Market,"2 bd, 2.5 ba","$1,395,000 ",2,"$2,617 + $318 (HOA)","$15,137 ","$69,750 ","Welcome to this Sternberg Benjamin Architects designed loft that embodies the urban live/work lifestyle in trendy SOMA!  Spectacular & sophisticated 2 bedrooms, 2.5 bathroom Tri-level unit.    Light & bright, refinished floors, new carpet and fresh paint throughout.   In-unit washer/dryer, 2-car deeded parking & common roof deck.  With proximity to local tech companies, this could be the ideal space to house your startup, live upstairs with office downstairs; or just a great place to live, this unit has it all!  This hot Mid-Market area has a 98 walk score, 100 transit score, 97 bike score, near tech worksites, restaurants & shops.   Civic Center, Union Square, Hwy 101, 280 & BART are close by   The Ultimate Urban Living!","Listing provided by Andrea Horta, Bradley Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324137,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/190-7th-St-2-94103/53fd3c6287cdaea553f7,,,,,,,,,,,,,,37.7780056,-122.4098162
1545 Pine St #707,"San Francisco, CA, 94109",Neighborhood: Van Ness/Civic Center,"2 bd, 2 ba","$1,422,000 ",2,"$2,667 + $508 (HOA)","$15,430 ","$71,100 ","The Austin consists of artfully crafted condominiums at Pine and Polk Streets. The building is a collection of smartly designed residences planned to embrace San Francisco. Including studio, 1- and 2-bedrooms, these homes feature high-end finishes and floor-to-ceiling windows that capture expansive views. The building will offer Resident's Lounge with courtyard, pet washing room, ample bike and vehicle parking*, a doorman, and panoramic City and Bay views from the rooftop terrace. Residences feature floor-to-ceiling windows, central air-conditioning with Nest thermostats, spacious walk-in-closets, full-height pantry storage, coat closets and kitchens outfitted with Miele and Bosch appliances and Hansgrohe fixtures.","Listing provided by Sandra C Eaton, Mark Company, The",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324368,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1545-Pine-St-707-94109/9973c4d1e516a12c42ac,,,,,,,,,,,,,,37.7892442,-122.4212438
110 Channel St #102,"San Francisco, CA, 94158",Neighborhood: Mission Bay,"2 bd, 2 ba","$1,435,000 ",2,"$2,692 + $399 (HOA)","$15,571 ","$71,750 ","Featuring a superlative collection of 350 residences, ONE Mission Bay is a modern retreat ideally located at the crossroads of Mission Creek and AT&T Park. This Arquitectonica-designed enclave offers a selection of studio, 1-, 2- and 3- bedroom homes that comfortably blend urban vibrancy, luxurious finishes, resort-like amenities and the great outdoors. Interior features include Gaggenau appliances, Kohler fixtures, Vadara countertops, Porcelanosa tile and Domus & Domus cabinetry. Residents will enjoy a fitness center, dry sauna, outdoor pool and spa, a library, business center, guest suite and 24-hour lobby attendant. This ground floor home has a small patio with direct access to the park and features soaring 14' ceilings.","Listing provided by David Calabrese, The CIM Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324396,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/110-Channel-St-102-94158/3213f91c8901355d4992,,,,,,,,,,,,,,37.7733155,-122.3930001
1000 3rd St #822,"San Francisco, CA, 94158",Neighborhood: Mission Bay,"2 bd, 2 ba","$1,440,000 ",2,"$2,701 + $399 (HOA)","$15,625 ","$72,000 ","Featuring a superlative collection of 350 residences, ONE Mission Bay is a modern retreat ideally located at the crossroads of Mission Creek and AT&T Park. This Arquitectonica-designed enclave offers a selection of studio, 1-, 2- and 3- bedroom homes that comfortably blend urban vibrancy, luxurious finishes, resort-like amenities and the great outdoors. Interior features include Gaggenau appliances, Kohler fixtures, Vadara countertops, Porcelanosa tile and Domus & Domus cabinetry. Residents will enjoy a Harley Pasternak-designed fitness center with dry sauna, heated outdoor pool and spa, exhibition and catering kitchens, a library, business center, guest suite and 24-hour lobby attendant.","Listing provided by David Calabrese, The CIM Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324370,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1000-3rd-St-822-94158/7f8441f8ae116d1fc0ae,,,,,,,,,,,,,,37.7734359,-122.3898896
1141 Church St,"San Francisco, CA, 94114",Neighborhood: Noe Valley,"2 bd, 2 ba","$1,649,000 ",2,"$3,093 ","$17,893 ","$82,450 ","Nestled just steps into the heart of the vibrant 24th Street Village area, this 1922 single-family home has been enjoyed by the same owner for 33 years, and features two bedrooms, one bath on the main level, and bonus rooms down including full bathroom, kitchen, and access to laundry, landscaped rear yard, and small at-home office nook!  Expansive sunrise views are great for enjoying morning coffee. Rear yard has brick patio with bordered landscape including Birds of Paradise and more.","Listing provided by Ric A Rocchiccioli, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324155,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1141-Church-St-94114/b7d292cccfe6d291329f,,,,,,,,,,,,,,37.7526159,-122.4272773
1000 3rd St #403,"San Francisco, CA, 94158",Neighborhood: Mission Bay,"2 bd, 2 ba","$1,690,000 ",2,"$3,170 + $412 (HOA)","$18,338 ","$84,500 ","Featuring a superlative collection of 350 residences, ONE Mission Bay is a modern retreat ideally located at the crossroads of Mission Creek and AT&T Park. This Arquitectonica-designed enclave offers a selection of studio, 1-, 2- and 3- bedroom homes that comfortably blend urban vibrancy, luxurious finishes, resort-like amenities and the great outdoors. Interior features include Gaggenau appliances, Kohler fixtures, Vadara countertops, Porcelanosa tile and Domus & Domus cabinetry. Residents will enjoy a fitness center with dry sauna, outdoor pool and spa, community dining areas, a library, business center, guest suite and 24-hour lobby attendant. #403 is an exceptional home with 10'11 ceilings and views of AT&T Park and the Bay Bridge.","Listing provided by David Calabrese, The CIM Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324374,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1000-3rd-St-403-94158/cd2ac2e0c9147430c9e4,,,,,,,,,,,,,,37.7734359,-122.3898896
44 Valley St,"San Francisco, CA, 94110",Neighborhood: Noe Valley,"2 bd, 2 ba","$1,695,000 ",2,"$3,180 ","$18,392 ","$84,750 ","This exceptional center patio home opens to an expansive living room thoughtfully nestled behind elegant casement windows with plantation shutters against a bright, south-facing outlook. The dining room gives way to an updated kitchen with Viking stainless steel appliances & marble countertops. The bedrooms & bathroom on the main level, offer a serene retreat at the rear of the house. On the lower level, the remodeled bathroom & laundry room anchor an open and contemporary floorplan. The verdant & landscaped garden makes the most of this sunny Noe Valley location.  Just steps to transportation, shops, cafes and shuttle buses, the large one-car garage completes this vintage home with interior access & extra room for storage.","Listing provided by Linda R LeBlanc, Paragon Real Estate Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324337,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/44-Valley-St-94110/a9b122ca88dd4fba61e9,,,,,,,,,,,,,,37.744953,-122.423283
8-14 Cypress St,"San Francisco, CA, 94110",Neighborhood: Inner Mission,"2 bd, 1 ba","$1,750,000 ",2,"$3,283 ","$18,989 ","$87,500 ","This is a 4 unit apartment with an empty parking lot right next to the building. There are 2 tenants and 2 vacant units, #8 & 12 (potential market rent at $3,000/mo each). Vacant parking spaces can get $300-$350/mo. One tenant is currently paying $150/mo for one additional space. Per city records, the total living area is 2,816 sf on a total lot size of 4,485 sf (sf not verified by owner or agent). Buyer to perform own diligence on square footages. The property is under RM2 zoning. All units are 4 rooms and 1 bath. The property had gone through a renovation after a fire last year. All work has been completed and signed off. As-Is sale. The seller is requesting that buyer cooperates with their 1031 exchange.","Listing provided by Angela Ma, Angela Ma, Broker",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324187,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/8-14-Cypress-St-94110/b09a42418bf3124c538a,,,,,,,,,,,,,,37.751961,-122.416893
1545 Pine St #209,"San Francisco, CA, 94109",Neighborhood: Van Ness/Civic Center,"2 bd, 2 ba","$1,759,500 ",2,"$3,301 + $508 (HOA)","$19,092 ","$87,975 ","The Austin consists of artfully crafted condominiums at Pine and Polk Streets. The building is a collection of smartly designed residences planned to embrace San Francisco. Including studio, 1- and 2-bedrooms, these homes feature high-end finishes and floor-to-ceiling windows that capture expansive views. The building will offer Resident's Lounge with courtyard, pet washing room, ample bike and vehicle parking*, a doorman, and panoramic City and Bay views from the rooftop terrace. Residences feature floor-to-ceiling windows, central air-conditioning with Nest thermostats, spacious walk-in-closets, full-height pantry storage, coat closets and kitchens outfitted with Miele and Bosch appliances and Hansgrohe fixtures.","Listing provided by Sandra C Eaton, Mark Company, The",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324369,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1545-Pine-St-209-94109/5cd045dc1c8f582c1ad4,,,,,,,,,,,,,,37.7892442,-122.4212438
201 Folsom St #23E,"San Francisco, CA, 94105",Neighborhood: South Beach,"2 bd, 2 ba","$1,885,000 ",2,"$3,536 + $547 (HOA)","$20,454 ","$94,250 ","LUMINA features 656 inspired residences, rising above a two-level amenity podium. Designed by Bernardo Fort-Brescia of Arquitectonica, LUMINA offers residents an unrivaled collection of amenity spaces including a bi-level club lounge, private dining room, rooftop terrace, Jay Wright-designed fitness center, lap pool & more. Interiors will feature: Gaggenau cooking appliances & refrigerators, Bosch dishwashers, SieMatic kitchen cabinets, premium Caesarstone quartz countertops & backsplashes, European porcelain bathroom flooring & shower tiles, Maax soaking tubs, Kohler shower & bath fixtures, & Nest Learning Thermostats. All renderings & views are representative.","Listing provided by Garrett R Frakes, Polaris Pacific",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324242,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/201-Folsom-St-23E-94105/64ad1c7171933cc6a9cf,,,,,,,,,,,,,,37.7886997,-122.39226
219 Brannan St #16K,"San Francisco, CA, 94107",Neighborhood: South Beach,"2 bd, 2 ba","$1,988,000 ",2,"$3,729 + $527 (HOA)","$21,571 ","$99,400 ","Prime corner unit with spectacular water views at The Brannan in prestigious South Beach area. This stunning high-rise home features a 2 Bedroom & 2 Baths open split floor plan offering a premiere lifestyle. Gracious formal entry, maple hardwood floors, and well appointed amenities. Elegant living/dining room provides a serene outlook to the bay.  Spacious Gourmet Chef Kitchen features stainless steel appliances.  Spacious master suite features water views, carpet, two closets and an en-suite master bathroom.  Split floor configuration sets a separate space for guest bedroom. Beautiful guest bath decor marble vanities. A true around the clock'' district, with close proximity to mass transit, excellent freeway access to East/South Bay","Listing provided by Alicia Sandoval, RE/MAX Mid-peninsula, R.C.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324361,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/219-Brannan-St-16K-94107/d8ecd54eaa556f18bc5d,,,,,,,,,,,,,,37.7830568,-122.3901601
955 Wisconsin St,"San Francisco, CA, 94107",Neighborhood: Potrero Hill,"2 bd, 1 ba","$1,995,000 ",2,"$3,742 ","$21,647 ","$99,750 ","Located near the top of Potrero Hill, this well-maintained 1964 investment property consists of 4 bright 2 bd/1 bath units generating $129,140 annual rents. All units are currently rented.   The well-designed units have identical layouts, with open living and kitchen floor plans, and a separation of bedrooms. All units are in good condition, with three being recently remodeled. There are 2 garages. One has room for 3-car tandem parking, designated storage and a shared coin-operated laundry. The other garage is for 1 car.  Parking is not included in the rents except 1 tenant has motorcycle parking.There is a nice rear yard shared by the tenants. Great location, a few blocks up from Caltrain with easy access to MUNI and highways.","Listing provided by Renee M Gonsalves, Coldwell Banker",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324389,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/955-Wisconsin-St-94107/723e02b3954c36a21fb0,,,,,,,,,,,,,,37.7554966,-122.3985203
2121 Webster St #308,"San Francisco, CA, 94115",Neighborhood: Pacific Heights,"2 bd, 2 ba","$2,495,000 ",2,"$4,680 + $698 (HOA)","$27,073 ","$124,750 ","The Pacific is a striking nine-story addition to Pacific Heights. Designed by Handel Architects, residences incorporate soaring 11' & 12' ceilings, floor-to-ceiling windows, Arclinea Italian cabinetry, and Gaggenau appliances. This large and spacious 2bd 2ba unit features beautiful upgraded wood floors,  ample closet space, bonus room, & 1 pkg.  Enjoy The Pacific amenities & services including: fitness studio, private yoga garden, lobby with personal concierge service & secure valet parking, Observatory Lounge & The Fillmore, a fully furnished Guest Suite. Modeled homes are designed & furnished by renowned interior designer Jay Jeffers. Located one block from Fillmore Street at 2121 Webster, The Pacific is a true modern classic.","Listing provided by Garrett R Frakes, Polaris Pacific",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324341,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2121-Webster-St-308-94115/406147b6e67193f211b9,,,,,,,,,,,,,,37.7902213,-122.4329717
425 1st St #5302,"San Francisco, CA, 94105",Neighborhood: South Beach,"2 bd, 2.5 ba","$3,250,000 ",2,"$6,097 + $521 (HOA)","$35,265 ","$162,500 ","Commanding 53rd-floor-elevation home at One Rincon Hill is the largest of the tower suites at 1,971 sq. ft. and offers deep, unobstructed bay and city panoramas and brilliant sunsets. The spacious and elegant 2 BD / 2.5 BA corner-orientation floor plan has been perfected for entertaining with an extended family room/flex space off of the kitchen; a view balcony; and a sizable living room, all complemented with grand-height ceilings that open to extended-height window lines. It is accented with the finest in modern finishes and offers a modern chef-grade kitchen and an extensive list of conveniences and amenities from one of the city's premiere luxury buildings. Enjoy easy access to Caltrain, Muni, the Bay Bridge, and major freeways.","Listing provided by Todd Montgomery, Climb Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324347,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/425-1st-St-5302-94105/2b37115181e60887cdef,,,,,,,,,,,,,,37.7861411,-122.392459
1251 Revere Ave,"San Francisco, CA, 94124",Neighborhood: Bayview,"3 bd, 1 ba","$499,900 ",3,$625 ,"$3,616 ","$16,663 ","Bayview District home with Living Room-No Fireplace, Kitchen and Dining Area, 3 BR 1 BA up. Level Lot, 2 small car tandem garage.","Listing provided by Dean P Cimino, Century 21 Baldini Realty",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324191,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1251-Revere-Ave-94124/c135d927f89a3ae7b332,,,,,,,,,,,,,,37.7278643,-122.3838547
613 La Salle Ave #68,"San Francisco, CA, 94124",Neighborhood: Bayview,"3 bd, 2 ba","$545,000 ",3,$682 + $113 (HOA),"$3,942 ","$18,167 ","Nice 3 bedroom, 1 full and 2 half baths Condo with great view! New exterior shingle siding and new backyard Redwood fence. Excellent 2 level floor plan layout with many closet and storage. Natural lighting throughout the unit, Great location near AT&T Park, Mission Bay and public transportation. Won't last long!","Listing provided by Weiqing Yan, Real Estate eBroker",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324289,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/613-La-Salle-Ave-68-94124/3a5ef308cdb491fad012,,,,,,,,,,,,,,37.7273614,-122.3729162
1622 Ingalls St,"San Francisco, CA, 94124",Neighborhood: Bayview,"3 bd, 1 ba","$588,800 ",3,$736 ,"$4,259 ","$19,627 ","This Home is one of the Lowest Priced Single Family Homes in San Francisco that will be Vacant at the Close of Escrow.  This Bayview Neighborhood home is available for the first time in many years.  It is a Diamond in the Rough that is just waiting for your vision to polish it into a true gem.  Upstairs there is a Living Room, an Eat-In Kitchen with a Dining Alcove, 3 Bedrooms and 1 bathroom.  Downstairs is a BONUS family/social room (NOT WARRANTED by Seller or Agent/Broker), a large one car garage, a laundry area, and plenty of storage space.  The rear yard is compact and flat.  The Bayview district has some of the best weather in San Francisco and is a thriving community.","Listing provided by Lewis L Canyon, Bay Property Group",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324351,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1622-Ingalls-St-94124/7d74955643da8fdb2134,,,,,,,,,,,,,,37.7289198,-122.3844079
4451 Mission St #301,"San Francisco, CA, 94112",Neighborhood: Excelsior,"3 bd, 2 ba","$798,000 ",3,$998 + $133 (HOA),"$5,773 ","$26,600 ","Great rental income from a luxurious young Condo! It has 3 bdrms-2ba open floor plan w/fireplace, master suite. Granite countertops kitchen. Center island and S/S appliance. Hardwood floor with in-unit laundry hood-ups. 1 car garage parking(deeded). Elevator & intercom access to 3rd floor w/city light and Twin Peak mountain view. Low HOA dues. Located near Silver Avenue, 101 and 280 Freeway with easy access to downtown, airport and buses. Nearby restaurants, shopping, library and school. Great rental income or owner-occupy. Property is selling AS-IS with no seller warranty.","Listing provided by Anthony C Tsia, BayCal Realty Corporation",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324413,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/4451-Mission-St-301-94112/c079d28200debb183fd0,,,,,,,,,,,,,,37.7268146,-122.4328508
1941 48th Ave,"San Francisco, CA, 94116",Neighborhood: Outer Parkside,"3 bd, 1 ba","$849,000 ",3,"$1,062 ","$6,142 ","$28,300 ","Rare fixer-upper opportunity in Outer Parkside. This contemporary 40's home boasts sweeping ocean views from the third level added in 1955. (Per 3R) From there you can enjoy that fresh ocean air while you watch the waves crash on Ocean Beach. On the main level you will find 2 cozy bedrooms overlooking the inviting backyard. The kitchen and bath are waiting for your vision and creativity. Downstairs, the spacious garage offers abundant room for storage, parking, and even some expansion potential. Loads of possibilities await someone wanting to restore a special home to their own taste. Many homeowners in the Avenues wish for a 3rd level, but the permitting process and total costs are quite prohibitive. Don't miss this rare opportunity!","Listing provided by Jeremy A Rushton, Coldwell Banker Res. R.E. Svcs",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324263,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1941-48th-Ave-94116/403fd7c541442f943681,,,,,,,,,,,,,,37.7502094,-122.5075616
75 Brighton Ave,"San Francisco, CA, 94122",Neighborhood: Ingleside,"3 bd, 2 ba","$849,000 ",3,"$1,062 ","$6,142 ","$28,300 ","Ingelside is one of the hottest neighborhoods in the city... ripe for investors and homeowners alike.  This home has great bones and could be moved in right away, or with a little TLC and new kitchen it could really shine! The floor plan has a nice flow to it. There is a formal dining room next to the kitchen and the large sunny yard is ready for kids to play in and/or a garden.  This house has 2 bedrooms and a split bath on the main level.  Behind the garage there are a couple more rooms and a full bath. This area is showing on the tax records as legal space. Additional pictures will be posted after 4/3.  Please see showing schedule and see this great home.","Listing provided by Everest Mwamba, Kenney & Everest Real Estate, Inc.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324314,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/75-Brighton-Ave-94122/948b616194566685b79e,,,,,,,,,,,,,,37.7195905,-122.4553397
140 Ocean Ave,"San Francisco, CA, 94112",Neighborhood: Mission Terrace,"3 bd, 2 ba","$868,000 ",3,"$1,085 ","$6,279 ","$28,933 ","This beautiful single family home in sunny Mission Terrace has 3 bed and 2 bath (county record has 5 rooms). Whether you desire ownership or investment opportunity, this home has plenty of potential. The main level features a bright living room with period fireplace and built-ins, kitchen, formal dining/family room, office, coved ceilings and hardwood floor throughout. Further towards the back leads to the backyard as well as a storage room next to it. The ground level has 2 bedrooms, a bath and storage area beneath the stairway. Side entrance into garage. 1 car parking. Minutes from City College, Balboa Park Station, Muni lines, I-280, restaurants, bakeries, shops, yoga studios & Whole Foods. Come see this vibrant neighborhood","Listing provided by Kelly Jaye Yao, Coldwell Banker Res. R.E. Svcs",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324394,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/140-Ocean-Ave-94112/517c54d417479b38a430,,,,,,,,,,,,,,37.7236588,-122.4398122
215 Bradford St,"San Francisco, CA, 94110",Neighborhood: Bernal Heights,"3 bd, 1 ba","$899,000 ",3,"$1,124 ","$6,503 ","$29,967 ","Charming 1960 Mid-Century Style home ready for your finishing touches! Freshly painted, refinished hardwood floors, new carpet and scrubbed clean. 2 car tandem garage and a room and bath down. Great outlooks and minutes from Bare Bottle Brewery. Or, head up to Jarboe and go straight across to the shopping area of Cortland! You are close to everything here... This is also a commuters dream with easy access to 101 and 280.","Listing provided by James Maxwell, Coldwell Banker",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324287,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/215-Bradford-St-94110/c707e9ddd75490dbe89d,,,,,,,,,,,,,,37.739355,-122.409341
1523 41st Ave,"San Francisco, CA, 94122",Neighborhood: Outer Sunset,"3 bd, 2 ba","$899,000 ",3,"$1,124 ","$6,503 ","$29,967 ","This Beautiful Home was Recently Completely & Tastefully Remodeled. It is Ideally Located in One of The Most Convenient & Diverse Neighborhoods. Irving & Noriega St, GG Park, Ocean Beach, Lands' End Trails are nearby for Shopping, Dining, & Unlimited Outdoor Recreation.  The LR w/Crown Molding, Wood Burning Fireplace, Open Kitchen has Abundant Counter Space, Ample & Comfortable Eating Area, 2 Spacious BR & Full Bath on The Main Level. Lower Level May Be Used as Self Contained Guest Quarter, Offers Open Large Family Room, or Master Suite with Gleaming White Cabinets, Granite Counter, Wet Bar, Full Bath. All New:Hardwood Floors & Recessed Lights, Kitchen Cabinets,Counters, Fixture, SS Appliance, Double Panned Window, Furnace, Tank Less Heater","Listing provided by Alexander L Shponko, Realty Executives, Real Time Investments",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324281,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1523-41st-Ave-94122/3983170db80fa4d14330,,,,,,,,,,,,,,37.7582949,-122.50073
2574 44th Ave,"San Francisco, CA, 94116",Neighborhood: Outer Parkside,"3 bd, 1 ba","$900,000 ",3,"$1,126 ","$6,510 ","$30,000 ",3BE/1BA. Woderful for investors.,"Listing provided by Doratriz Padilla, KW Peninsula Estates",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324150,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2574-44th-Ave-94116/262211e8c5cecd4e06bf,,,,,,,,,,,,,,37.7386399,-122.50192
39 Brewster St,"San Francisco, CA, 94110",Neighborhood: Bernal Heights,"3 bd, 2 ba","$929,000 ",3,"$1,162 ","$6,720 ","$30,967 ","Pano east view from the living room,dining area & kitchen, this 1960's Bernal Heights home is located on a quiet street with other single family homes. Freshly painted with refinished hardwood floors. 3 bedrooms on the same floor & a bonus rm down. Lots of light & skylights. High ceilings in the 2+ car (side by side) garage. Private patio/garden. The kitchen & baths are original. Enjoy the retro 60's style or remodel to your own taste.","Listing provided by Beth A Kershaw, Hill & Co.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324283,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/39-Brewster-St-94110/54a0a5c7b40b3cef5959,,,,,,,,,,,,,,37.7458301,-122.4065028
