Address,City_State-Zip ,Neighborhood,Property-type,Bed-bath,Offer-price,Co-owners,Monthly-cost,Tax-savings,Down-payment,Description,Agent,Gallery-url,Success,source_urls,source_Address,source_City-State-Zip,source_Neighborhood,source_Property-type,source_Bed-bath,source_Offer-price,source_Co-owners,source_Monthly-cost,source_Tax-savings,source_Down-payment,source_Description,source_Agent,source_Gallery-url,,lat,lng,image
781 Athens St,"San Francisco, CA, 94112",Neighborhood: Excelsior,House,"2 bd, 2 ba","$829,988 ",2,"$1,557 ","$9,006 ","$41,499 ","Priced well! This neat and clean home is perfect for large families or investors. Features:  New paint, refinished hardwood floor, s/s appliances, washer & dryer, close to Epiphany Church, Crocker Amazon Park, stores and much more.","Listing provided by LEONARDO GUTIERREZ JR., EZ HOMES REALTY",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318458,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/781-Athens-St-94112/c101d06dac63d8341370,,,,,,,,,,,,,,,37.7156713,-122.4326711,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/066/449866.jpg?tsp=20160906150034
76 Mangels Ave,"San Francisco, CA, 94131",Neighborhood: Sunnyside,House,"2 bd, 1 ba","$845,000 ",2,"$1,585 ","$9,169 ","$42,250 ","ABC- Awesome house! Beautiful view! Easy Commute! Sunnyside neighborhood yet feels like Glen Park. Cul de sac street home with 2 Bedrooms, 1 bathroom on the main level and a bonus room and bathroom downstairs. Remodeled kitchen, fresh paint. Feels like home. A real community here-most of the neighbors I have met on this street have lived here 20+ years. Who can blame them?! Whether you BART, Tech Shuttle, 280/101 freeway commute or ride the Bus- it is easy to get around. Glen Park Village with its cafe, shops and Canyon Market is only 4 blocks away.","Listing provided by Katharine Holland, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=322473,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/76-Mangels-Ave-94131/e48adf30ef5085e07d62,,,,,,,,,,,,,,,37.7332249,-122.4393237,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/035/454235.jpg?tsp=20170202130915
8 Montezuma St,"San Francisco, CA, 94110",Neighborhood: Bernal Heights,Condo,"2 bd, 1 ba","$849,000 ",2,"$1,593 + $100 (HOA)","$9,212 ","$42,450 ","Art deco condo located on coveted Northern Slope of Bernal Heights, a short walk to 3 desirable neighborhoods. Deeded tiered garden oasis ws of Twin Peaks & southern exposure. Sweeping views of SF skyline & beyond from both sizable bedrooms. Updated eat-in kitchen w/generous cabinet space. Shared living/dining room opens to lg deck via lovely french door. Private garage w/substantial storage & private laundry room. Vintage deco bathroom keeps its charm.  Dual pane windows, lovely hardwood flooring & central heat throughout. Walking distance to Bernal Heights open space, Precita Park, Cortland Ave, Mission & Valencia Streets & Noe Valley. Just blocks from many shops, restaurants, cafes, numeros parks & public & freeway transportation.","Listing provided by Maryanne Diaz, Vanguard Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=323881,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/8-Montezuma-St-94110/e0a1ad76055ad71cb81e,,,,,,,,,,,,,,,37.7458413,-122.4169093,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/046/455846.jpg?tsp=20170317134632
2075 Bancroft Ave,"San Francisco, CA, 94124",Neighborhood: Silver Terrace,House,"2 bd, 1 ba","$849,000 ",2,"$1,593 ","$9,212 ","$42,450 ","Old world charming detached 2 bedroom plus office,2 bath home sitting between 2 lots APN #5426-031 and APN#5426-032.Potential lot split!Kitchen and bathrooms are remodeled with permits dated from 2013.Great location close to Silver Avenue and San Bruno Avenue. Easy access to 101 and 280, day time shopping and restaurants.","Listing provided by Olivia M Lum, Remax Prestigious Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320957,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2075-Bancroft-Ave-94124/a5a798b376b54bcd707a,,,,,,,,,,,,,,,37.7304488,-122.4017964,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/098/452498.jpg?tsp=20161110130324
64 Sussex St,"San Francisco, CA, 94131",Neighborhood: Glen Park,House,"2 bd, 1 ba","$849,000 ",2,"$1,593 ","$9,212 ","$42,450 ","Your choice...your way!      Perfect Glen Park location.  Super views, grand tiered-yard. 2200sf expansion plans come with.  Or, bring your imagination.  Presently 834sf with garage in front and shed to the rear.  Lot climbs all the way to bucolic Poppy Lane. Full disclosure...a total fixer.  Contractors encouraged. Close to BART, dining & shopping!","Listing provided by J. Jay Lampus, Vanguard Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321028,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/64-Sussex-St-94131/dfd928c7e0635b49b8d2,,,,,,,,,,,,,,,37.7371011,-122.4338827,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/006/452606.jpg?tsp=20161129174807
53 Edinburgh St,"San Francisco, CA, 94112",Neighborhood: Excelsior,House,"2 bd, 1 ba","$849,000 ",2,"$1,593 ","$9,212 ","$42,450 ","This beautiful 1912 Victorian 2BD/1BA home has been extensively upgraded over the years to incorporate the best in modern living while retaining its true San Francisco period charm. Located in one of SF's hottest neighborhoods - The Excelsior - 53 Edinburgh boasts views to the West from its front, and a private deck with meticulously landscaped yard at its rear. Both kitchen w/adjoining breakfast room & bath have been updated (2009), as have many of the home's systems including plumbing, roof, electrical & seismic (2004). Garage/basement has 10ft ceilings & lots of room for storage, workshop/office or ?. Home may have unexplored attic potential as well. Wonderful location cls to BART, frwys, Glen Park, McLaren Park, shopping, dining & more!","Listing provided by Andrew de Vries, Berkshire Hathaway-Franciscan",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321765,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/53-Edinburgh-St-94112/54bda40a6ee2994d64c8,,,,,,,,,,,,,,,37.7277756,-122.4268193,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/033/453433.jpg?tsp=20170109095143
2786 39th Ave,"San Francisco, CA, 94116",Neighborhood: Outer Parkside,House,"2 bd, 1.5 ba","$849,000 ",2,"$1,593 ","$9,212 ","$42,450 ","This English entry home is situated on a wonderful block. The main level features 2 bedrooms, 1 bath, a comfortable living room with wood burning fireplace, cozy dining room and an updated kitchen with oak cabinets, granite top and stainless steel appliances. There are beautifully refinished hardwood floors. The home is bright with skylights, recessed lighting and newer double pane windows. The downstairs offers 2 legal rooms used as a 3rd bedroom and a family room with bath. The 1 car garage has a laundry area with washer, brand new, and dryer. To complete this truly wonderful home, there is a cozy deck that leads to a lovely yard with an organic garden. Conveniently located near shopping, Ocean Beach, public transportation and Hwy 280.","Listing provided by Milton Ow, Coldwell Banker Res. R.E. Svcs",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=319824,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2786-39th-Ave-94116/9239ab6cf75802659a36,,,,,,,,,,,,,,,37.734939,-122.4963745,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/051/451151.jpg?tsp=20161006130723
90 Aquavista Way,"San Francisco, CA, 94112",Neighborhood: Midtown Terrace,House,"2 bd, 1 ba","$849,000 ",2,"$1,593 ","$9,212 ","$42,450 ","Detached 2 bedroom, 1 bath home nestled on a quiet street in Midtown Terrace.  Home needs updating and has much potential to make this your dream home.  There's a Large deck from the kitchen & dining area to enjoy the tranquility and surrounding nature right in your backyard. You'll also have direct access to the garden from the rear bedroom.  Fireplace in living room. Hardwood floors throughout. Extra large unwarranted room down with possibilities. MUNI bus line within a short walking distance. Close to Mollie Stones Market on Portola Drive, and shops in Diamond Heights.  Market Street is just down the hill for easy access to Castro, South of Market and Financial district.  Easy access to Glen Park BART, Hwy 280 North & South nearby.","Listing provided by James S Wong, Vanguard Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=319472,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/90-Aquavista-Way-94112/0ee2d0eaea6e5d9088a3,,,,,,,,,,,,,,,37.753879,-122.449102,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/081/450681.jpg?tsp=20161004161804
1153 Leavenworth St,"San Francisco, CA, 94109",Neighborhood: Nob Hill,Condo,"2 bd, 1 ba","$849,000 ",2,"$1,593 + $120 (HOA)","$9,212 ","$42,450 ","Charming Edwardian flat located in the heart of Nob Hill! Tons of traditional detailing throughout with high ceilings & beautiful hardwood floors. Inviting formal living room w/decorative fireplace & updated eat-in kitchen w/SS appliances, glass tile backsplash for a contemporary flair. Remodeled bathroom with spacious, walk-in standing shower. Two bedrooms located in rear of the home - off-street & quiet! Main bedroom w/private fireplace & original built-in's. Additional hallway walk-in closet with custom shelving. Includes xtra-lrg deeded storage unit, 1-car garage parking & common W/D (not coin-opp). Conveniently located just steps from MUNI, cable car - 100 Transit score..Trader Joe's, dining/nightlife & shops! Must see!","Listing provided by Joanna Rose, Redfin",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318903,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1153-Leavenworth-St-94109/2647d4f9bc99aab619e6,,,,,,,,,,,,,,,37.7918164,-122.4160067,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/094/449594.jpg?tsp=20160915102359
456 Princeton St,"San Francisco, CA, 94134",Neighborhood: Portola,House,"2 bd, 1 ba","$849,000 ",2,"$1,593 ","$9,212 ","$42,450 ","2 bed, 1 bath SFR in quiet Portola neighborhood w/ roomy living spaces, newly refinished hardwood floors, fresh paint, crown molding & period details. Single level living area. Sunny LR w/ eastern views & wood burning fireplace. Intimate DR w/ warm afternoon sun & western exposure. Spacious retro kitchen & bath. Large rear yard w/ 2 patios & fruit trees. Single car garage w/ unwarranted bonus room, utility space, storage & W/D. Secure entry. Close to Portola Park, Palega Playground, Rec Center, John McLaren Park & San Bruno Ave coffee shops, delis & markets. Convenient access to 101, 280 & Glen Park BART station. An opportunity not to be missed!","Listing provided by Michael F Hirner, Alain Pinel, REALTORS",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318625,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/456-Princeton-St-94134/609b403c59cfc045f120,,,,,,,,,,,,,,,37.7240496,-122.414369,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/005/448305.jpg?tsp=20160908154652
1036 Potrero Ave #6,"San Francisco, CA, 94110",Neighborhood: Inner Mission,Condo,"2 bd, 2 ba","$849,000 ",2,"$1,593 + $125 (HOA)","$9,212 ","$42,450 ","This top floor 2 bed, 2 full bath, newly remodeled condo is steps away from the best that the Inner Mission and Potrero Hill have to offer. The spacious living room boasts massive east facing bay windows that drench the entire living area in sun, and enjoy lovely views of SF General architecture. The chef's kitchen with quartz countertops, skylight and new appliances, opens into a dining area connected to the living room, making this the perfect home for your next dinner party. The master bedroom also has large east facing windows and an en-suite bathroom with quartz countertop and designer mirror. The unit includes new floor throughout (new laminate w carpet), new paint, new light fixtures, new bathroom and kitchen hardware and appliances.","Listing provided by Scott A Rose, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320739,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1036-Potrero-Ave-6-94110/1b0072ef9f9a13e5f0d3,,,,,,,,,,,,,,,37.755457,-122.4069048,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/081/452081.jpg?tsp=20161201093257
720 Gough #41,"San Francisco, CA, 94102",Neighborhood: Van Ness/Civic Center,Condo,"2 bd, 2 ba","$850,000 ",2,"$1,594 + $332 (HOA)","$9,223 ","$42,500 ","This corner condo has sweeping views from Twin Peaks to the dome of City Hall. With abundant natural light and hardwood floors the unit offers a spacious floor plan featuring an open living/dining area with fireplace, an eat-in kitchen, a private patio for enjoying the sunshine and views, and two well separated master bedrooms with en suite baths.  The exceptional location is in the heart of the City's art, culture and music scene with the Symphony, Opera House, Civic Center Auditorium, the SF Jazz Center, and the dining, shopping and nightlife of Hayes Valley all nearby. The location of the home is convenient to corporate buses and MUNI.","Listing provided by Nancy L Meyer, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=323809,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/720-Gough-41-94102/a68b85c359338dec4d46,,,,,,,,,,,,,,,37.7800247,-122.4233424,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/053/455753.jpg?tsp=20170316205957
240 Sussex St,"San Francisco, CA, 94131",Neighborhood: Glen Park,House,"2 bd, 1 ba","$850,000 ",2,"$1,594 ","$9,223 ","$42,500 ","Set on a quiet, flat street, walking distance to the Glen Canyon & Glen Park Recreation Center with lovely outlooks to the South, this adorable mid-century fixer is waiting for its new life.  Bright and airy, the home has a sensible layout:  Living room with gleaming hardwood floors; spacious, sky-lit eat-in kitchen and two quiet bedrooms overlooking the patios and up-sloping lot to the North.  Below, a bonus bedroom with half bath overlooks the patio, a hobby  room/office + separate laundry room and garage with ample storage complete this tidy home.  Freshly painted interior and newly finished hardwood flooring make this house move-in ready. Don't Miss!","Listing provided by Wendy M Storch, Sotheby's International Realty",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321041,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/240-Sussex-St-94131/c6cdc9a20c75359f0f64,,,,,,,,,,,,,,,37.7366475,-122.4371997,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/096/452596.jpg?tsp=20161117141051
76 Bronte St,"San Francisco, CA, 94110",Neighborhood: Bernal Heights,House,"2 bd, 1 ba","$849,999 ",2,"$1,594 ","$9,223 ","$42,500 ","Fixer home with views.  Perfect for someone looking for a great opportunity to customize their home.  Bonus room and full bath down stairs.    This house is in Bernal Heights, which was rated #1 Hottest Neighborhood across the country in 2014.  Few blocks away San Francisco's oldest farmers market where you have access to great fresh produce and food. Here you can live a suburban life minutes away from the heart of the city. Great sun, close to parks, freeway and public transportation. Walking distance to Cortland Ave where you'll find cafes, shops and outstanding restaurants. Come be part of this family oriented community.","Listing provided by Fatemah A Nikchehi, ASJ Real Estate Investments",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318818,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/76-Bronte-St-94110/99049b2fec4e6f4bed7e,,,,,,,,,,,,,,,37.7385392,-122.4104051,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/044/450244.jpg?tsp=20160930211530
24 Lawrence Ave,"San Francisco, CA, 94112-4014",Neighborhood: Outer Mission,House,"2 bd, 1 ba","$850,000 ",2,"$1,594 ","$9,223 ","$42,500 ",Absolute show stopper single family detached home in San Francisco! Close to all of the important amenities! Garage is included! Even has an attached Mother-In-Law unit!,"Listing provided by Linda A Drylie, Burke Real Estate Consultants, Inc.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=319943,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/24-Lawrence-Ave-94112/4b09527a6dd6993356af,,,,,,,,,,,,,,,37.7098579,-122.451053,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/029/451429.jpg?tsp=20161007211838
1734 Bay St #106,"San Francisco, CA, 94123",Neighborhood: Marina,Condo,"2 bd, 1 ba","$850,000 ",2,"$1,594 + $270 (HOA)","$9,223 ","$42,500 ","Fabulous two bedroom, one bath condominium in immaculate building. Property features hardwood floors, shower with steam, built in sound system and concrete counter tops.","Listing provided by Michael L Lewin, Wiener & Assoc./A. Lewin Prop.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318853,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1734-Bay-St-106-94123/f9d35d3785e1a0d6d98f,,,,,,,,,,,,,,,37.803099,-122.43559,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/007/450307.jpg?tsp=20160914083801
1201-1203 45th Ave #1203,"San Francisco, CA, 94122-1106",Neighborhood: Outer Sunset,Condo,"2 bd, 1 ba","$850,000 ",2,"$1,594 + HOA","$9,223 ","$42,500 ","PHOTOS COMING SOON,...Spacious top floor 2 bed / 1 bath condo with private deeded garage! Located in hip Outer Judah Enclave. Corner unit gets light on 3 sides. Large, updated eat-in kitchen offers all modern conveniences and space to move. Walk to GG Park, Ocean Beach, Trouble Cafe, Java Beach, Outerlands, N Judah Train. Many upgrades: Kitchen, dual pane windows, New H2O heater, new furnace. Hardwood Floors, Fireplace, Laundry in building. Some deferred maintenance in building, but good bones and owner in #1201 is ready to do any needed repairs with new partner.  Great opportunity for first time buyers.","Listing provided by Scott E Morton, Vanguard Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=319087,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1201-1203-45th-Ave-1203-94122/701ce1c6ae9985b72964,,,,,,,,,,,,,,,37.7640344,-122.5052794,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/018/450518.jpg?tsp=20160923104200
1273 Rhode Island St,"San Francisco, CA, 94107",Neighborhood: Potrero Hill,Condo,"2 bd, 2 ba","$859,000 ",2,"$1,611 + $133 (HOA)","$9,321 ","$42,950 ","Updated turn-of-the-century condo in the heart of sunny Potrero Hill conveniently located close to the Mission, SOMA, and Dogpatch neighborhoods. This 2BD/2BA home retains its Victorian charm while having modern updates.     The master bedroom features an ensuite BA, in-unit laundry and walk in closet.  The 2nd full bath has a clawfoot bathtub and original hexagonal bath tiling. The flexible floor plan allows for numerous arrangements of the space. The front bedroom could also be used as a 2nd living room or dining area by just opening the original, working pocket doors! A bonus flex space off the front hallway could be perfect for a small 3rd bedroom or office.  The kitchen features updated quartz countertops and stainless appliances.","Listing provided by Mary M Lee, Mary Lee, Broker",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=320796,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1273-Rhode-Island-St-94107/f17f66442406501b452c,,,,,,,,,,,,,,,37.753642,-122.401189,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/048/452248.jpg?tsp=20161104012657
674 Joost Ave,"San Francisco, CA, 94127",Neighborhood: Sunnyside,House,"2 bd, 1 ba","$859,000 ",2,"$1,611 ","$9,321 ","$42,950 ","Beautifully Remodeled Upper Sunnyside Two Bedroom, One Bathroom Home! Completed with High End Finishes and New Systems Throughout. Gleaming Hardwood Floors, Southern Facing Elegant  Formal Living Room With Fireplace, Formal Dining Room with Recessed Lighting, Fully Equipped Chef's Kitchen with Abundant Custom Cabinetry and Convenient Side entrance to Back yard or Garage. Remodeled Bathroom in Period Style, Main Level Laundry Installed, Two Large Bedrooms Overlooking the lush, Landscaped Backyard. Wonderful French Doors Provide Second Access to yard, which is Perfect for Entertaining, Kids Play, and Gardening. Nice Sized Garage and Two Car Parking Complete Excellent Residence. Superb Location. Close to Whole Foods, Safeway, BART, Freeways.","Listing provided by Robert N Moffatt, McGuire Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318986,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/674-Joost-Ave-94127/762c719ae365305478b8,,,,,,,,,,,,,,,37.7324928,-122.4505686,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/043/450443.jpg?tsp=20160916132136
563 Minna St #1,"San Francisco, CA, 94103",Neighborhood: South of Market,Condo,"2 bd, 2 ba","$900,000 ",2,"$1,611 + $279 (HOA)","$9,266 ","$45,000 ","South of Market Townhouse.  Luxurious townhouse style plus a loft. Free flowing open floor plan on 2 levels. Main level consists of large gourmet kitchen (Light finish cabinets, granite counters & high-end stainless steel appliances), bedroom, full bath and living/dining room. Upstairs is the 2nd bedroom, closet with built-ins and loft area for office or recreation area. Large master closet, in-unit laundry, plus additional storage. 1 car secured and deeded parking stall P-5  The heart of downtown and easy access to BART, MUNI, CAL TRAIN and AT&T Park.  Close to everything and all convenience, as well as, freeway access.","Listing provided by Ben Coleman, Hartford Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=317159,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/563-Minna-St-1-94103/b6c23fbc86ebda20e744,,,,,,,,,,,,,,,37.7793597,-122.4094913,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/070/448370.jpg?tsp=20160722095059
276 Friedell,"San Francisco, CA, 94124",Neighborhood: Hunters Point,Condo,"2 bd, 2 ba","$865,000 ",2,"$1,623 + $114 (HOA)","$9,386 ","$43,250 ","Fabulous opportunity to live at The Shipyard development by Lennar. This is a beautiful 3 story, 2 bedroom, 2 bath townhome featuring an open floor plan making for easy entertaining and living.  276 Friedell Street encompasses the best of City living! Newly constructed in 2015, one can enjoy features such as stone countertops, warm wood finishes and Bay views from your front doorstep and Master balcony. Great commute location plus The Shipyard offers an hourly shuttle to downtown SF. Close to Dogpatch, AT & T park (and upcoming Warriors stadium!) and Mission Bay. This townhome also features a large garage - large enough to park 2 vehicles.  Do not miss this one!","Listing provided by Paul Garvey, Vanguard Properties",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=323295,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/276-Friedell-94124/8b104456ba4b74bee079,,,,,,,,,,,,,,,37.7279548,-122.3702635,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/045/455145.jpg?tsp=20170302001844
2317 31st Ave,"San Francisco, CA, 94116",Neighborhood: Parkside,House,"2 bd, 1 ba","$873,000 ",2,"$1,638 ","$9,473 ","$43,650 ",Quiet location yet just one block from transportation and shopping. Spacious and bright 2 bedroom 1 bath.  Formal entry opens to elegant living room with fireplace. Beautiful French doors separate living and dining room. Kitchen has plenty of counter space and cabinets. Kitchen includes a darling eat-in area and access to the large yard. Spacious tandem garage ready for your imagination!,"Listing provided by Vera Crossfield, Coldwell Banker Residential Brokerage",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=324044,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/2317-31st-Ave-94116/f419d4fe12253bdfd86e,,,,,,,,,,,,,,,37.7439409,-122.4889005,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/057/454757.jpg?tsp=20170324200707
89 Westwood Dr,"San Francisco, CA, 94112",Neighborhood: Westwood Park,House,"2 bd, 1 ba","$875,000 ",2,"$1,641 ","$9,494 ","$43,750 ","Located in the iconic tree lined Westwood Park neighborhood, this early 1900's fully detached two bedroom, one bath bungalow is ready to be your new home. With a walk score of 84 and a transit score of 76, it sits close to Ocean Ave coffee shops, restaurants, Whole Foods, City Target and is easily accessible to 280/101 freeways, Stonestown Galleria, West Portal Village,  the K MUNI line and BART.","Listing provided by Sandy Gandolfo, Barbagelata Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321192,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/89-Westwood-Dr-94112/ff66506c4c482bec921f,,,,,,,,,,,,,,,37.7273742,-122.4592581,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/095/452795.jpg?tsp=20161124083137
180 7th St #301,"San Francisco, CA, 94103",Neighborhood: South of Market,Condo,"2 bd, 2 ba","$879,000 ",2,"$1,649 + $304 (HOA)","$9,538 ","$43,950 ","A beautifully designed bright 2 bed 2 full bath spacious condo in the heart of SOMA's revival just a block away from the BART and popular San Francisco amenities. This spacious corner unit away from the street boasts two expansive bay windows in the open plan living/dining room and the master bedroom suite which overlook the large shared patio. The unit is beautifully updated with white marble wood-burning fireplace, a stone-tiled eating bar, refinished hardwood floors, spacious granite counter-tops and stainless steel appliances in the kitchen, and glass-tiled modern bathrooms. With a large elevator, secure parking spot in the basement-level garage, in-unit washer and dryer. The unit can be accessed from 7th street or Natoma Street.","Listing provided by Martin J Bennett, Broker Tech, Inc.",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318792,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/180-7th-St-301-94103/6260100a49609682fa40,,,,,,,,,,,,,,,37.7780984,-122.4101089,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/017/450217.jpg?tsp=20160912093557
4161 23rd St,"San Francisco, CA, 94114",Neighborhood: Noe Valley,Condo,"2 bd, 1 ba","$879,000 ",2,"$1,649 + $146 (HOA)","$9,538 ","$43,950 ","Charming 2bd/1ba condo in the heart of Noe Valley - two & a half blocks to 24th St. corridor! The unit features a remodeled kitchen w/open living room & dining area w/ natural light & Southern exposure. Off the main rooms are sliding doors leading to a small private deck and access to common garden. Down the hall are two bedrooms including the master w/ bay window and original fireplace. Victorian details include hardwood floors, crown molding, traditional wainscoting, and a claw foot tub. Additional downstairs deeded room w/ washer/dryer great for home office or extra storage. Easy street parking on 23rd St. and step to tech shuttles & public transportation. Perfect pied-a-terre or for first time buyers looking for a great investment!","Listing provided by Lamisse Droubi, Compass",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=319924,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/4161-23rd-St-94114/fcb4f7c53040a1da56bc,,,,,,,,,,,,,,,37.75257,-122.43555,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/048/451348.jpg?tsp=20161007135734
1338 48th Ave,"San Francisco, CA, 94122",Neighborhood: Outer Sunset,Condo,"2 bd, 2 ba","$879,000 ",2,"$1,649 + HOA","$9,538 ","$43,950 ","Welcome to this top floor, spacious condo in the Outer Sunset. This flat offers two bedrooms and two full baths. Towards the front of the home you'll find a spacious living room with Western exposure which receives great late afternoon light. Living room includes a wood burning fireplace, two closets and the first full bath. Towards the back of the flat you have two spacious bedrooms, second full bathroom and a separate laundry room. Kitchen offers lots of counter space and a seating area for dining. This flat includes skylights that provide great lighting and one car parking in the garage. Off the master bedroom is a private deck leading to a large garden. Just two blocks from Ocean Beach and one block to the Judah Muni line.","Listing provided by Dan McLean, Coldwell Banker",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=318759,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/1338-48th-Ave-94122/06ab12862b5f41d3a574,,,,,,,,,,,,,,,37.761446,-122.507817,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/062/450162.jpg?tsp=20160910064653
620 Prentiss St,"San Francisco, CA, 94110",Neighborhood: Bernal Heights,House,"2 bd, 1 ba","$879,000 ",2,"$1,649 ","$9,538 ","$43,950 ","This lovely, sunny split level is freshly painted and ready for a family looking for a Bernal home to customize to their tastes. The main level has a wood burning fireplace and a large eat-in kitchen. Up a few stairs are two light filled bedrooms and a bath. Hardwood floors, double pane windows and lots of closets. The spacious yard with trees that create a feeling of privacy is just waiting for a gardner's touch. Large basement/garage.   http://www.620prentiss.com/","Listing provided by Jan Medina, Zephyr Real Estate",http://mlax.rapmls.com/Gallery.aspx?mls=SFAR&listingRid=321619,Succeeded,https://app.realtaasa.com/homes/property/CA/San-Francisco/620-Prentiss-St-94110/1751f13333249182396b,,,,,,,,,,,,,,,37.7355252,-122.4125447,http://mediall.rapmls.com/sfarmls/listingpics/bigphoto/033/453233.jpg?tsp=20170103103612
